trial_id,started_at,finished_at,duration,batch_size,head_learning_rate,l2_weight,warmup_proportion,f1
0,2026-02-11T18:40:26,2026-02-11T18:41:18,51,"(8, 8)",0.003,0.01,0.15,0.7196969696969697
1,2026-02-11T18:41:18,2026-02-11T18:42:12,53,"(32, 8)",0.0001,0.2,0.1,0.6908653846153846
2,2026-02-11T18:42:12,2026-02-11T18:43:05,52,"(32, 8)",0.03,0.015,0.1,0.7594771241830065
3,2026-02-11T18:43:05,2026-02-11T18:44:02,57,"(8, 8)",0.003,0.2,0.1,0.7023538961038961
4,2026-02-11T18:44:02,2026-02-11T18:44:50,47,"(32, 16)",0.03,0.015,0.1,0.7401709401709402
5,2026-02-11T18:44:50,2026-02-11T18:45:47,57,"(16, 8)",0.003,0.015,0.15,0.6464349376114082
6,2026-02-11T18:45:47,2026-02-11T18:46:44,56,"(16, 8)",0.01,0.01,0.15,0.7002525252525252
7,2026-02-11T18:46:44,2026-02-11T18:47:35,50,"(32, 16)",0.003,0.01,0.1,0.7888888888888889
8,2026-02-11T18:47:35,2026-02-11T18:48:37,62,"(32, 4)",0.01,0.01,0.15,0.7955882352941176
9,2026-02-11T18:48:37,2026-02-11T18:49:51,73,"(16, 4)",0.0001,0.015,0.1,0.7003955968352253
10,2026-02-11T18:49:51,2026-02-11T18:50:50,59,"(32, 4)",0.01,0.01,0.15,0.7955882352941176
11,2026-02-11T18:50:50,2026-02-11T18:51:51,61,"(32, 4)",0.01,0.01,0.15,0.7955882352941176
12,2026-02-11T18:51:51,2026-02-11T18:52:55,63,"(32, 4)",0.01,0.01,0.15,0.7955882352941176
13,2026-02-11T18:52:55,2026-02-11T18:53:56,61,"(32, 4)",0.01,0.01,0.15,0.7955882352941176
14,2026-02-11T18:53:56,2026-02-11T18:54:44,47,"(16, 16)",0.01,0.01,0.15,0.6416637416637416
