trial_id,started_at,finished_at,duration,batch_size,head_learning_rate,l2_weight,warmup_proportion,f1
0,2026-02-05T16:53:58,2026-02-05T16:55:03,64,"(8, 8)",0.003,0.01,0.15,0.7695335124645469
1,2026-02-05T16:55:03,2026-02-05T16:56:01,58,"(32, 8)",0.0001,0.2,0.1,0.0
2,2026-02-05T16:56:01,2026-02-05T16:57:10,68,"(32, 8)",0.03,0.015,0.1,0.7807482591471666
3,2026-02-05T16:57:10,2026-02-05T16:58:15,64,"(8, 8)",0.003,0.2,0.1,0.7651617047669679
4,2026-02-05T16:58:15,2026-02-05T16:59:16,60,"(32, 16)",0.03,0.015,0.1,0.7968903384834384
5,2026-02-05T16:59:16,2026-02-05T17:00:21,65,"(16, 8)",0.003,0.015,0.15,0.7669075790697683
6,2026-02-05T17:00:21,2026-02-05T17:01:32,70,"(16, 8)",0.01,0.01,0.15,0.8497359540101476
7,2026-02-05T17:01:32,2026-02-05T17:02:29,57,"(32, 16)",0.003,0.01,0.1,0.7246048497343064
8,2026-02-05T17:02:29,2026-02-05T17:04:01,91,"(32, 4)",0.01,0.01,0.15,0.8348550016291952
9,2026-02-05T17:04:01,2026-02-05T17:05:27,86,"(16, 4)",0.0001,0.015,0.1,0.7469216798527143
10,2026-02-05T17:05:27,2026-02-05T17:06:39,71,"(16, 8)",0.01,0.01,0.15,0.8497359540101476
11,2026-02-05T17:06:39,2026-02-05T17:07:54,74,"(16, 8)",0.01,0.01,0.15,0.8497359540101476
12,2026-02-05T17:07:54,2026-02-05T17:09:05,71,"(16, 8)",0.01,0.01,0.15,0.8497359540101476
13,2026-02-05T17:09:05,2026-02-05T17:10:01,56,"(8, 16)",0.01,0.01,0.15,0.798494551425586
14,2026-02-05T17:10:01,2026-02-05T17:11:03,62,"(16, 16)",0.01,0.01,0.15,0.8166787599860692
