trial_id,started_at,finished_at,duration,batch_size,head_learning_rate,l2_weight,warmup_proportion,f1
0,2025-12-01T23:38:35,2025-12-01T23:43:37,301,"(8, 8)",0.0001,0.015,0.1,0.3823330491616937
1,2025-12-01T23:43:37,2025-12-01T23:46:54,197,"(16, 8)",0.0001,0.2,0.15,0.0
2,2025-12-01T23:46:54,2025-12-01T23:55:16,501,"(16, 4)",0.0001,0.01,0.15,0.1658896658896659
3,2025-12-01T23:55:16,2025-12-01T23:59:31,255,"(16, 4)",0.03,0.015,0.1,0.069799095161414
4,2025-12-01T23:59:31,2025-12-02T00:04:22,290,"(8, 4)",0.0001,0.2,0.1,0.07751937984496124
5,2025-12-02T00:04:22,2025-12-02T00:12:14,472,"(16, 4)",0.03,0.01,0.1,0.12042096741550294
6,2025-12-02T00:12:14,2025-12-02T00:18:16,361,"(16, 4)",0.03,0.2,0.1,0.22572142123138259
7,2025-12-02T00:18:16,2025-12-02T00:22:24,248,"(16, 8)",0.01,0.2,0.15,0.08333333333333333
8,2025-12-02T00:22:24,2025-12-02T00:26:34,250,"(8, 4)",0.003,0.01,0.1,0.0
9,2025-12-02T00:26:34,2025-12-02T00:29:53,199,"(8, 8)",0.03,0.2,0.15,0.06122448979591837
10,2025-12-02T00:29:53,2025-12-02T00:34:21,267,"(8, 8)",0.003,0.015,0.1,0.1631892697466468
11,2025-12-02T00:34:21,2025-12-02T00:38:20,239,"(8, 8)",0.01,0.015,0.1,0.23947550034506557
12,2025-12-02T00:38:20,2025-12-02T00:42:15,235,"(8, 8)",0.01,0.015,0.1,0.23947550034506557
13,2025-12-02T00:42:15,2025-12-02T00:46:04,228,"(8, 8)",0.01,0.015,0.1,0.23947550034506557
14,2025-12-02T00:46:04,2025-12-02T00:50:06,241,"(8, 8)",0.01,0.015,0.1,0.23947550034506557
